wkt_geom,ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,_band___va,_band___pa
Point (439134.54800000000977889 559063.36199999996460974),MH,,1000,NZ39591008,CH,C,40060,,
Point (439153 559211),MH,,,NZ39591201,CH,C,39920,,
Point (439143.29399999999441206 559057.9030000000493601),Null,,,NZ39591012,J,C,39770,,
Point (439199 558663),MH,,,NZ39581625,CH,C,34030,,
Point (439168 558662),MH,,1440,NZ39581622,CH,C,34350,,
Point (439155 558666),MH,,1350,NZ39581623,CH,C,34480,,
Point (439189 558665),MH,,,NZ39581624,CH,C,34160,,
Point (439062 558668),FC,,,NZ39580601,CH,C,37560,,
Point (439256 558666),MH,,750,NZ39582611,CH,C,33380,,
Point (439277.38000000000465661 558668.28599999996367842),Null,,,NZ39582620,CE,C,33070,,
Point (439176.97999999998137355 558668.09900000004563481),Null,,,NZ39581635,J,C,34270,,
Point (439236.64100000000325963 558671.96100000001024455),Null,,,NZ39582622,CE,C,33650,,
Point (439327.39100000000325963 558669.08600000001024455),Null,,,NZ39583624,CE,C,32300,,
Point (439156.99800000002142042 558672.03899999998975545),Null,,,NZ39581638,CE,C,34510,,
Point (439201.33399999997345731 558671.96100000001024455),Null,,,NZ39582624,CE,C,34030,,
Point (439303.25 558685),MH,,,NZ39583601,CH,C,32690,,
Point (439313.74599999998463318 558677.58299999998416752),MH,,,NZ39583608,CH,C,32530,,
Point (439236.87900000001536682 558693.12800000002607703),Null,,,NZ39582627,CE,C,33690,,
Point (439183.5 558691.25),MH,,,NZ39581604,CH,C,34340,,
Point (439314 558647),MH,,1670,NZ39583612,CH,C,32540,,
Point (439311.5 559356.5),MH,,,NZ39593301,CH,C,37980,,
Point (439327 558648),MH,,1200,NZ39583611,CH,C,32300,,
Point (439304.26799999998183921 558647.66200000001117587),Null,,,NZ39583609,J,C,32690,,
Point (439259 558648),MH,,820,NZ39582612,CH,C,33310,,
Point (439135 558648),MH,,830,NZ39581615,CH,C,34590,,
Point (439277.52700000000186265 558649.65599999995902181),MH,,,NZ39582606,CH,C,33070,,
Point (439249 558649),MH,,900,NZ39582613,CH,C,33420,,
Point (439304.1969999999855645 558650.23300000000745058),Null,,,NZ39583603,J,C,32690,,
Point (439294.5 558650),MH,,,NZ39582604,CH,C,32840,,
Point (439104 558655),MH,,820,NZ39581613,CH,C,35360,,
Point (439212.35700000001816079 558650.39300000004004687),Null,,,NZ39582623,CE,C,33820,,
Point (439149.64899999997578561 558655.74300000001676381),Null,,,NZ39581639,CE,C,34540,,
Point (439118.25300000002607703 558655.1840000000083819),Null,,,NZ39581640,CE,C,34860,,
Point (439087.73800000001210719 558661.57400000002235174),Null,,,NZ39580609,CE,C,36090,,
Point (439174.86800000001676381 558660.59900000004563481),Null,,,NZ39581634,J,C,34300,,
Point (439179.0400000000372529 559445.9409999999916181),MH,,,NZ39591407,CH,C,50470,,
Point (439174.25 559399),MH,,,NZ39591302,CH,C,47450,,
Point (439193.09700000000884756 559435.84100000001490116),MH,,,NZ39591408,CH,C,48580,,
Point (439185.75099999998928979 559421.71400000003632158),MH,,,NZ39591406,CH,C,48120,,
Point (439208 559415),MH,,,NZ39592402,CH,C,45190,,
Point (439194.51500000001396984 559290.287999999942258),MH,,1160,NZ39591204,CH,C,41270,,
Point (439213.22600000002421439 559405.11499999999068677),Null,,,NZ39592407,J,C,44580,,
Point (439209.20100000000093132 559403.77300000004470348),MH,,,NZ39592404,CH,C,44790,,
Point (439221.91499999997904524 559414.79200000001583248),MH,,,NZ39592405,CH,C,44040,,
Point (439215.20400000002700835 559401.72400000004563481),Null,,,NZ39592406,J,C,44110,,
Point (439227.69400000001769513 559336.28000000002793968),MH,,,NZ39592304,CH,C,42400,,
Point (439223.5 559385.5),MH,,,NZ39592302,CH,C,43380,,
Point (439236.9529999999795109 559450.78399999998509884),MH,,,NZ39592403,CH,C,44550,,
Point (439232.75 559480),MH,,,NZ39592401,CH,C,46300,,
Point (439289 559399.5),MH,,,NZ39592303,CH,C,40560,,
Point (439247.5 559377.5),MH,,,NZ39592301,CH,C,41810,,
Point (439385 558579),MH,,,NZ39583519,CH,C,31410,,
Point (439379 558579),MH,,,NZ39583508,CH,C,31540,,
Point (439386.51600000000325963 558646.84400000004097819),Null,,,NZ39583620,J,C,31480,,
Point (439385.35999999998603016 558650.26300000003539026),Null,,,NZ39583621,J,C,31480,,
Point (439388 558642.5),Null,,2700,NZ39583602,LH,C,31470,,
Point (439387.5 558614.25),MH,,,NZ39583605,CH,C,31440,,
Point (439395 558574),MH,,1220,NZ39583517,CH,C,31280,,
Point (439394 558652),MH,,1820,NZ39583618,CH,C,31420,,
Point (439396 558582),MH,,1860,NZ39583518,CH,C,31280,,
Point (439395.8219999999855645 558620.44499999994877726),Null,,,NZ39583622,J,C,31320,,
Point (439401 558573),MH,,1540,NZ39584507,CH,C,31210,,
Point (439397 558617),Null,,,NZ39583606,J,C,31320,,
Point (439402 558601),MH,,2810,NZ39584603,CH,C,31240,,
Point (439401.83699999999953434 558676.4340000000083819),Null,,,NZ39584612,CE,C,31310,,
Point (439404.52600000001257285 558593.32900000002700835),Null,,,NZ39584518,J,C,31230,,
Point (439404 558623),MH,,1890,NZ39584609,CH,C,31260,,
Point (439533 558627.5),MH,,,NZ39585607,CH,C,28860,,
Point (439529.46799999999348074 558643.72600000002421439),MH,,,NZ39585622,CH,S,28950,,
Point (439347 558574),MH,,1970,NZ39583507,CH,C,31970,,
Point (439345.89899999997578561 558566.02300000004470348),Null,,,NZ39583520,J,C,31940,,
Point (439349 558554),MH,,,NZ39583512,CH,C,31870,,
Point (439349 558588.75),MH,,,NZ39583502,CH,C,32000,,
Point (439359.17999999999301508 558584.73199999995995313),Null,,,NZ39583526,CE,C,31850,,
Point (439355.34799999999813735 558657.58299999998416752),Null,,,NZ39583623,CE,C,31860,,
Point (439361.25 558561.5),MH,,2910,NZ39583501,CH,C,31760,,
Point (439360.50699999998323619 558640.53500000003259629),MH,,1550,NZ39583616,CH,C,31790,,
Point (439369.67999999999301508 558556.21100000001024455),Null,,,NZ39583523,J,C,31680,,
Point (439365.33199999999487773 558627.46799999999348074),Null,,,NZ39583629,CE,C,31710,,
Point (439376.99800000002142042 558643.44999999995343387),MH,,1820,NZ39583617,CH,C,31600,,
Point (439372 558609),MH,,1690,NZ39583615,CH,C,31630,,
Point (439377.39199999999254942 558599.10999999998603016),Null,,,NZ39583527,CE,C,31550,,
Point (439377 558566),MH,,,NZ39583509,CH,C,31540,,
Point (439473 558597.5),Null,,,NZ39584504,J,C,30350,,
Point (439468.5 558610.25),MH,,,NZ39584602,CH,C,30430,,
Point (439484.66300000000046566 558619.16000000003259629),MH,,,NZ39584606,CH,C,29840,,
Point (439479 558675),MH,,1230,NZ39584610,CH,C,29680,,
Point (439494.75 558571),FC,,,NZ39584503,CH,C,30310,,
Point (439490.50199999997857958 558603.04899999999906868),MH,,,NZ39584604,CH,C,29870,,
Point (439513.46000000002095476 558638.81000000005587935),MH,,,NZ39585621,CH,S,29100,,
Point (439497 558605),MH,,,NZ39584605,CH,C,29400,,
Point (439516.25099999998928979 558609.99499999999534339),Null,,,NZ39585612,CE,C,29090,,
Point (439514.5 558589),MH,,,NZ39585501,CH,C,29410,,
Point (439517.63599999999860302 558626.32000000006519258),MH,,,NZ39585620,CH,S,29020,,
Point (439517 558617.5),MH,,,NZ39585609,CH,C,29000,,
Point (439524.25 558624),MH,,,NZ39585608,CH,C,28960,,
Point (439522 558567.5),Null,,,NZ39585511,J,C,29550,,
Point (439526.75 558569.5),MH,,,NZ39585510,CH,C,29500,,
Point (439526.5 558555),MH,,,NZ39585508,CH,C,29630,,
Point (438602 558875),MH,,2520,NZ38586801,CH,S,45530,,
Point (438622.32299999997485429 558872.32000000006519258),MH,,2400,NZ38586802,CH,S,45270,,
Point (439406.90799999999580905 558586.09400000004097819),Null,,,NZ39584515,J,C,31160,,
Point (438596.84700000000884756 558875.2219999999506399),MH,,,NZ38585838,CH,S,45600,,
Point (439410.7029999999795109 558646.31900000001769513),Null,,,NZ39584613,CE,C,31160,,
Point (439408 558657),MH,,,NZ39584607,CH,C,31230,,
Point (439414 558595),MH,,1710,NZ39584510,CH,C,31110,,
Point (439411.6000000000349246 558571.84199999994598329),Null,,,NZ39584517,J,C,31090,,
Point (439417 558627),MH,,,NZ39584608,CH,C,31080,,
Point (439414.80999999999767169 558562.09299999999348074),Null,,,NZ39584519,J,C,31080,,
Point (439425 558565),MH,,,NZ39584512,CH,C,30890,,
Point (439419.33000000001629815 558622.99499999999534339),Null,,,NZ39584614,CE,C,31070,,
Point (439432.18900000001303852 558588.5659999999916181),Null,,,NZ39584521,CE,C,30850,,
Point (439428 558599),MH,,,NZ39584509,CH,C,30920,,
Point (439441.61499999999068677 558559.96900000004097819),Null,,,NZ39584522,CE,C,30730,,
Point (439439 558570),MH,,910,NZ39584511,CH,C,30770,,
Point (438680 558825),MH,,,NZ38586805,CH,C,45230,,
Point (438584 558822),MH,,1080,NZ38585826,CH,C,45250,,
Point (438614 558835),MH,,470,NZ38586813,CH,C,45310,,
Point (438677 558825.5),MH,,,NZ38586808,CH,S,45180,,
Point (438584.5129999999771826 558842.86399999994318932),Null,,,NZ38585851,J,C,45290,,
Point (438592 558842.5),MH,,1900,NZ38585802,CH,C,45310,,
Point (438612.59200000000419095 558848.5400000000372529),MH,,770,NZ38586815,CH,C,45470,,
Point (438614 558843),MH,,580,NZ38586814,CH,C,45390,,
Point (438585 558850),MH,,1500,NZ38585819,CH,C,45450,,
Point (438591 558850),MH,,1200,NZ38585818,CH,C,45470,,
Point (438696.5 558858.5),MH,,,NZ38586809,CH,S,45160,,
Point (438601 558852),MH,,1040,NZ38586816,CH,C,45510,,
Point (438680.25 558860),MH,,,NZ38586810,CH,S,44970,,
Point (438646 558859.5),MH,,,NZ38586803,CH,C,45100,,
Point (438646.5 558866),MH,,,NZ38586812,CH,S,45050,,
Point (438667.5 558861.5),MH,,,NZ38586811,CH,S,44910,,
Point (438587 558998),MH,,,NZ38585957,CH,C,44000,,
Point (438709.08699999999953434 558996.57999999995809048),MH,,,NZ38587919,CH,S,44020,,
Point (438767 559042.49899999995250255),Null,,,NZ38597002,CE,C,43770,,
Point (438584 558999),MH,,,NZ38585959,CH,C,44000,,
Point (438774 558784),MH,,780,NZ38587707,CH,C,45090,,
Point (438627.25 558780.5),MH,,,NZ38586703,CH,S,45140,,
Point (438661.25 558802.25),MH,,,NZ38586804,CH,C,45310,,
Point (438767 558784),MH,,600,NZ38587706,CH,C,45190,,
Point (438642.5 558805.5),MH,,,NZ38586807,CH,S,45160,,
Point (438664.5 558803.25),MH,,,NZ38586806,CH,S,45310,,
Point (438769 558808),MH,,890,NZ38587808,CH,C,44910,,
Point (438753 558808),MH,,830,NZ38587810,CH,C,45270,,
Point (438731.25 558813),MH,,,NZ38587802,CH,C,45700,,
Point (438748 558810),MH,,1020,NZ38587811,CH,C,45370,,
Point (438588 558822),MH,,980,NZ38585825,CH,C,45240,,
Point (438722.25 558819),Null,,,NZ38587803,LH,C,45700,,
Point (438641.5 558983),MH,,1250,NZ38586907,CH,C,44190,,
Point (438710.20500000001629815 558982.61399999994318932),MH,,,NZ38587920,CH,S,44140,,
Point (438707.41100000002188608 558984.57000000006519258),MH,,,NZ38587921,CH,F,44160,,
Point (438735.22399999998742715 558983.76399999996647239),MH,,,NZ38587915,CH,F,44030,,
Point (438661 558986),MH,,550,NZ38586921,CH,C,44250,,
Point (438697.4940000000060536 558985.19799999997485429),MH,,,NZ38586933,CH,S,44160,,
Point (438759.74599999998463318 558987.30400000000372529),MH,,,NZ38587913,CH,S,43900,,
Point (438589 558987),MH,,,NZ38585958,CH,C,44000,,
Point (438609 558989),MH,,1040,NZ38586926,CH,C,44000,,
Point (438757.33000000001629815 558988.77099999994970858),MH,,,NZ38587914,CH,F,43900,,
Point (438660 558991),MH,,570,NZ38586922,CH,C,44060,,
Point (438621 558990),MH,,510,NZ38586925,CH,C,44000,,
Point (438645 558992),MH,,,NZ38586923,CH,C,44000,,
Point (438631 558991),MH,,,NZ38586924,CH,C,44000,,
Point (438676.96299999998882413 558993.5779999999795109),MH,,,NZ38586934,CH,F,44210,,
Point (438674.1000000000349246 558993.08999999996740371),MH,,,NZ38586932,CH,S,44190,,
Point (438701.5 558632.5),MH,,,NZ38587618,CH,C,44320,,
Point (438704 558629.5),MH,,,NZ38587611,CH,F,44250,,
Point (438701.5 558640),MH,,,NZ38587619,CH,C,44480,,
Point (438712.25 558632.5),MH,,,NZ38587607,CH,C,44580,,
Point (438697.5 558970.5),MH,,1530,NZ38586901,CH,C,44280,,
Point (438671.25 558641.5),MH,,,NZ38586605,CH,C,43720,,
Point (438622 558972),MH,,1130,NZ38586913,CH,C,44320,,
Point (438596 558971),MH,,,NZ38585925,CH,C,44000,,
Point (438639 558974),MH,,280,NZ38586912,CH,C,44510,,
Point (438605 558973),MH,,,NZ38586919,CH,C,44130,,
Point (438604.10200000001350418 558979.9340000000083819),Null,,,NZ38586928,J,C,44000,,
Point (438589.36599999997997656 558978.72600000002421439),Null,,,NZ38585978,J,C,44000,,
Point (438729.268999999971129 558980.9150000000372529),MH,,,NZ38587912,CH,S,44080,,
Point (438719.34000000002561137 558980.74199999996926636),MH,,,NZ38587911,CH,S,44120,,
Point (438720.11400000000139698 558982.125),MH,,,NZ38587916,CH,F,44100,,
Point (438630.5470000000204891 558982.10199999995529652),Null,,,NZ38586929,J,C,44060,,
Point (438699.25 558549.5),MH,,,NZ38586503,CH,C,44750,,
Point (438702.5 558546.5),MH,,,NZ38587506,CH,F,44850,,
Point (438590 558553.5),Null,,,NZ38585515,J,C,42380,,
Point (438587.5 558553.25),MH,,,NZ38585511,CH,C,42240,,
Point (438633 558571.25),FC,,,NZ38586506,CH,C,43110,,
Point (438641 558570.25),MH,,,NZ38586505,CH,C,43320,,
Point (438703 558581.5),MH,,,NZ38587507,CH,F,44140,,
Point (438598 558576.5),MH,,,NZ38585512,CH,C,42500,,
Point (438641 558595),MH,,,NZ38586507,CH,C,43040,,
Point (438700 558585),MH,,,NZ38587510,CH,C,44040,,
Point (438757.5 558608.25),MH,,,NZ38587603,CH,S,44980,,
Point (438755.25 558606),MH,,,NZ38587604,CH,C,44980,,
Point (438615 558628),FC,,,NZ38586606,CH,C,43000,,
Point (438669 558618.5),MH,,,NZ38586604,CH,C,43220,,
Point (438710.5 558629.5),MH,,,NZ38587609,CH,F,44500,,
Point (438609.5 558628.5),MH,,,NZ38586603,CH,C,42980,,
Point (438672.75699999998323619 559139.92500000004656613),MH,,2520,NZ38596120,CH,S,44990,,
Point (438656 559120),MH,,780,NZ38596118,CH,C,45260,,
Point (438755.5 559140.25),MH,,2050,NZ38597102,CH,C,45640,,
Point (438745.25 559140),MH,,,NZ38597104,CH,F,45530,,
Point (438753.25 559142.5),MH,,,NZ38597105,CH,S,45590,,
Point (438742.5 559141.5),MH,,,NZ38597103,CH,S,45450,,
Point (438667.5 558510),FC,,3010,NZ38586502,CH,C,42740,,
Point (438675.99900000001071021 558509.97400000004563481),MH,,,NZ38586509,CH,C,42750,,
Point (438740 558516.5),MH,,,NZ38587504,CH,C,43000,,
Point (438758 558515.5),MH,,,NZ38587501,CH,C,42970,,
Point (438738.5 558518.5),MH,,3480,NZ38587503,CH,C,43090,,
Point (438757 558517.5),MH,,,NZ38587502,CH,C,42970,,
Point (438698.5 558520.5),MH,,2960,NZ38586501,CH,C,43880,,
Point (438702.5 558518.5),MH,,4160,NZ38587505,CH,C,43640,,
Point (438676.77299999998649582 558542.26800000004004687),Null,,,NZ3858P032,CE,C,44260,,
Point (438676.65600000001722947 558537.40200000000186265),Null,,,NZ3858AT09,ATC,C,44060,,
Point (438652 559108),MH,,420,NZ38596107,CH,C,44370,,
Point (438635 559107),MH,,1070,NZ38596108,CH,C,44600,,
Point (438664 559113.25),MH,,,NZ38596105,CH,C,44470,,
Point (438775.5 559112.5),MH,,1960,NZ38597101,CH,C,44490,,
Point (438603 559115),MH,,1030,NZ38596115,CH,C,46540,,
Point (438675.29100000002654269 559114.77500000002328306),MH,,1500,NZ38596119,CH,C,44380,,
Point (438616 559115),MH,,,NZ38596112,CH,C,45710,,
Point (438610 559115),MH,,,NZ38596114,CH,C,45990,,
Point (438625 559116),MH,,1400,NZ38596111,CH,C,45260,,
Point (438685.5 559116),MH,,,NZ38596101,CH,C,44300,,
Point (438631 559117),MH,,1270,NZ38596110,CH,C,45240,,
Point (438697.9940000000060536 559116.84400000004097819),Null,,,NZ3859AT04,ATC,C,44230,,
Point (438697.5 559118.5),MH,,,NZ3859P001,CH,S,44230,,
Point (438722.5 559118.5),MH,,,NZ3859P002,CH,C,44050,,
Point (438652 559119),MH,,880,NZ38596117,CH,C,44940,,
Point (438648 559119),MH,,960,NZ38596116,CH,C,45010,,
Point (438738.5 559249.5),MH,,1900,NZ38597202,CH,C,51600,,
Point (438653.5 559240),MH,,,NZ38596201,CH,S,51680,,
Point (438704.25 559269),MH,,,NZ38597201,CH,C,52700,,
Point (438738.45600000000558794 559257.50300000002607703),Null,,,NZ3859AT02,ATC,C,52300,,
Point (438738.38299999997252598 559270.55799999996088445),Null,,,NZ3859P003,ZZZ,C,53530,,
Point (438632 559270),MH,,,NZ38596207,CH,C,52360,,
Point (438608 559087),MH,,460,NZ38596036,CH,C,44450,,
Point (438663 559272.5),MH,,,NZ38596208,CH,C,52650,,
Point (438635 559089),MH,,1010,NZ38596028,CH,C,44300,,
Point (438616 559088),MH,,,NZ38596033,CH,C,44280,,
Point (438613.33100000000558794 559096.74800000002142042),Null,,,NZ38596046,J,C,44740,,
Point (438655 559091),MH,,,NZ38596027,CH,C,44320,,
Point (438659.5 559100),MH,,,NZ38596103,CH,C,44360,,
Point (438618.41899999999441206 559097.00899999996181577),Null,,,NZ38596047,J,C,44410,,
Point (438617 559106),MH,,,NZ38596109,CH,C,45150,,
Point (438607 559104),MH,,,NZ38596113,CH,C,45430,,
Point (438766 559196.5),MH,,,NZ38597112,CH,C,47750,,
Point (438718.5 559188.5),MH,,,NZ38597109,CH,F,47960,,
Point (438734 559206.5),MH,,,NZ38597210,CH,F,48860,,
Point (438720.5 559205.5),MH,,,NZ38597208,CH,F,49190,,
Point (438655 559209),MH,,,NZ38596206,CH,S,50290,,
Point (438750.25 559207.5),MH,,2250,NZ38597211,CH,F,48660,,
Point (438657 559210.75),MH,,,NZ38596205,CH,F,50520,,
Point (438748 559210.5),MH,,2050,NZ38597209,CH,S,49060,,
Point (438702.5 559213.5),MH,,,NZ38597206,CH,F,50530,,
Point (438701 559211.5),MH,,,NZ38597207,CH,S,50530,,
Point (438683.75 559231),MH,,,NZ38596203,CH,F,51440,,
Point (438656.25 559220),MH,,,NZ38596204,CH,F,50960,,
Point (438718.25 559234),MH,,,NZ38597205,CH,F,51290,,
Point (438681.25 559233),MH,,,NZ38596202,CH,S,51440,,
Point (438745.5 559239),MH,,1840,NZ38597203,CH,C,50910,,
Point (438730 559237.5),MH,,2120,NZ38597204,CH,S,51000,,
Point (438783 558783),MH,,880,NZ38587708,CH,C,44900,,
Point (438790 558781),MH,,1140,NZ38587709,CH,C,44710,,
Point (438811 558795),MH,,1000,NZ38588714,CH,C,44290,,
Point (438816 558784),MH,,810,NZ38588713,CH,C,44210,,
Point (438827.45500000001629815 558806.32400000002235174),Null,,,NZ38588808,J,C,43850,,
Point (438809.231000000028871 558798.13100000005215406),MH,,,NZ38588715,CH,C,44370,,
Point (438776 558810),MH,,1050,NZ38587809,CH,C,44650,,
Point (438805 558807),MH,,990,NZ38588806,CH,C,44190,,
Point (438684 559157.5),MH,,2520,NZ38596102,CH,S,46190,,
Point (438684.40399999998044223 559146.33600000001024455),MH,,1320,NZ38596121,CH,S,45340,,
Point (438645.5 559158.74800000002142042),Null,,,NZ38596106,CE,C,46980,,
Point (438641.25 559158.5),MH,,,NZ38596104,CH,C,47160,,
Point (438719.5 559175.5),MH,,,NZ38597107,CH,F,47270,,
Point (438717 559173.5),MH,,,NZ38597108,CH,S,46920,,
Point (438716.25 559186.5),MH,,,NZ38597110,CH,S,47960,,
Point (438752.5 559184),MH,,,NZ38597106,CH,F,47160,,
Point (438980 558728),MH,,,NZ38589701,CH,C,40860,,
Point (438993.5 558679),MH,,,NZ38589605,CH,C,40400,,
Point (438883.75 558738),MH,,,NZ38588706,CH,C,42930,,
Point (438932.5 558733.5),MH,,,NZ38589702,CH,C,41850,,
Point (438820 558754),MH,,,NZ38588702,CH,C,43940,,
Point (438819.58500000002095476 558745.45499999995809048),Null,,,NZ38588709,LH,C,44020,,
Point (438842.5 558763.75),Null,,,NZ38588708,J,C,43590,,
Point (438802.25 558758),MH,,,NZ38588704,CH,C,44380,,
Point (438844.49300000001676381 558764.75),Null,,,NZ38588707,CE,C,43590,,
Point (438851 558764),MH,,,NZ38588703,CH,C,43390,,
Point (438817 558766),MH,,1730,NZ38588711,CH,C,44130,,
Point (438846 558766),MH,,,NZ38588701,CH,C,43520,,
Point (438803 558780),MH,,,NZ38588705,CH,C,44510,,
Point (438814 558771),MH,,1610,NZ38588710,CH,C,44260,,
Point (438795 558780),MH,,1330,NZ38587710,CH,C,44610,,
Point (438818 558780),MH,,920,NZ38588712,CH,C,44210,,
Point (438776.43499999999767169 559276.15099999995436519),Null,,,NZ3859AT03,ATC,C,54530,,
Point (439024 559274),MH,,,NZ39590205,CH,C,45040,,
Point (439014.25 559285.25),MH,,,NZ39590202,CH,C,46130,,
Point (438792.5 559279.5),MH,,3560,NZ38597214,CH,C,54300,,
Point (438776.35800000000745058 559288.62199999997392297),Null,,,NZ3859P004,ZZZ,C,54880,,
Point (438983.69900000002235174 559286.92399999999906868),MH,,,NZ38599203,CH,C,47420,,
Point (439017.79300000000512227 559292.67299999995157123),MH,,,NZ39590207,CH,C,46270,,
Point (439008.4340000000083819 559291.35900000005494803),MH,,1320,NZ39590206,CH,C,46510,,
Point (438973.5 558650),MH,,,NZ38589602,CH,C,39950,,
Point (438856.5 559293),MH,,1650,NZ38598201,CH,C,55660,,
Point (438966.5 558654),MH,,,NZ38589601,CH,C,40010,,
Point (438988.5 558651.5),MH,,,NZ38589603,CH,C,39750,,
Point (438876.5 558663.5),MH,,,NZ38588602,CH,C,42410,,
Point (438922 558658.25),MH,,,NZ38589606,CH,C,41470,,
Point (438790 558678),MH,,,NZ38587608,CH,S,44180,,
Point (438847.5 558671),MH,,,NZ38588601,CH,C,43010,,
Point (438565 558984),MH,,1210,NZ38585969,CH,C,43870,,
Point (438541 558983),MH,,,NZ38585968,CH,C,43650,,
Point (438498.56300000002374873 558987),MH,,970,NZ38584938,CH,C,44530,,
Point (438579 558986),MH,,580,NZ38585970,CH,C,43980,,
Point (438544 558991),MH,,,NZ38585967,CH,C,43580,,
