wkt_geom,UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID
"MultiLineString ((437962 559178, 437955.5 559185.5))",2300,,NZ37599103,NZ37599120,GRV,,,Z,1965,150,2.3,1918-1944,C,,STE-S292380
"MultiLineString ((437993.11800000001676381 559144.05400000000372529, 437965 559134))",,,NZ37599129,NZ37599128,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284892
"MultiLineString ((437984 559184, 437962 559178))",,,NZ37599120,NZ37599117,GRV,100,,Z,1915,100,1.6,1918-1944,S,,STE-S284885
"MultiLineString ((437970 559167, 437966 559167))",,,NZ37599119,NZ37599118,GRV,100,,Z,1965,150,1.6,1918-1944,C,,STE-S284883
"MultiLineString ((437965 559134, 437966 559120))",,,NZ37599130,NZ37599129,GRV,150,,Z,1915,150,2,1918-1944,C,,STE-S284893
"MultiLineString ((437988 559171, 437977 559169))",,,NZ37599116,NZ37599115,GRV,100,,Z,1915,100,1.9,1918-1944,C,,STE-S284881
"MultiLineString ((437977 559169, 437970 559167))",,,NZ37599118,NZ37599116,GRV,100,,Z,1915,100,3.4,1918-1944,C,,STE-S284882
"MultiLineString ((437689 558934, 437686 558925))",,,NZ37586904,NZ37586903,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284658
"MultiLineString ((437694 558918, 437691 558909))",,,NZ37586906,NZ37586905,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284659
"MultiLineString ((437641.99300000001676381 558997.86699999996926636, 437692 558966.5))",,,NZ37586902,NZ37586909,GRV,225,,Z,1965,225,5.2,Z,C,,STE-S024233
"MultiLineString ((437715 559024.5, 437692 558966.5))",,1930,NZ37586902,NZ37597002,GRV,225,,Z,1965,225,1.9,Z,C,,STE-S006714
"MultiLineString ((437685 558976, 437692 558966.5))",,1180,NZ37586902,NZ37586908,GRV,,,Z,1915,150,1.2,1918-1944,C,,STE-S292192
"MultiLineString ((437703 558969, 437692 558966.5))",,1390,NZ37586902,NZ37587914,GRV,150,,Z,1915,150,1.4,1918-1944,C,,STE-S292193
"MultiLineString ((437677 558984, 437685 558976))",,,NZ37586908,NZ37586907,GRV,150,,Z,1915,150,2,1918-1944,C,,STE-S284661
"MultiLineString ((437715 558969, 437703 558969))",,,NZ37587914,NZ37587918,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284680
"MultiLineString ((437637 559001, 437641.99300000001676381 558997.86699999996926636))",,,NZ37586909,NZ37596001,GRV,225,,Z,1965,225,7.6,Z,C,,STE-S292303
"MultiLineString ((437683.85700000001816079 559000.90500000002793968, 437677 558984))",,,NZ37586907,NZ37596007,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284660
"MultiLineString ((439453.40799999999580905 559515.96799999999348074, 439468.5 559517))",,,NZ39594504,NZ39594506,GRV,225,,Z,1935,225,1.4,1918-1944,C,,STE-S319625
"MultiLineString ((439442.25 559544.5, 439509 559564))",1570,740,NZ39595501,NZ39594501,GRV,375,,VC,1925,375,1.2,Z,C,,STE-S024474
"MultiLineString ((439474.25 559519, 439498.07299999997485429 559528.07999999995809048))",1740,1330,NZ39594503,NZ39594502,GRV,225,,VC,1935,225,1.3,Z,C,,STE-S025105
"MultiLineString ((439468.5 559517, 439474.25 559519))",1300,,NZ39594502,NZ39594504,GRV,225,,Z,1935,225,1.3,Z,C,,STE-S007590
"MultiLineString ((439514.96399999997811392 559474.57900000002700835, 439498.07299999997485429 559528.07999999995809048))",,,NZ39594503,NZ39595411,GRV,,,Z,1935,225,1.2,1918-1944,C,,STE-S320755
"MultiLineString ((439498.07299999997485429 559528.07999999995809048, 439518.13299999997252598 559534.82099999999627471))",1420,1750,NZ39595502,NZ39594503,GRV,225,,VC,1935,225,1.8,Z,C,,STE-S024475
"MultiLineString ((437631.5 558813, 437650.76099999999860302 558806.5400000000372529))",,1970,NZ37586811,NZ37586803,GRV,300,,Z,1915,300,2,Z,C,,STE-S292190
"MultiLineString ((437702.84200000000419095 558839.92700000002514571, 437693.57400000002235174 558800.34999999997671694))",,,NZ37586804,NZ37587822,GRV,,,Z,1915,225,1.8,1918-1944,C,,STE-S292251
"MultiLineString ((437643 558817, 437652 558811))",,,NZ37586809,NZ37586810,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284657
"MultiLineString ((437652 558811, 437650.76099999999860302 558806.5400000000372529))",,1150,NZ37586811,NZ37586809,GRV,,,Z,1915,150,1.2,1918-1944,C,,STE-S292191
"MultiLineString ((437645 558847.5, 437631.5 558813))",1970,,NZ37586803,NZ37586801,GRV,300,,VC,1915,300,2,Z,C,,STE-S024052
"MultiLineString ((437665 558843, 437652 558811))",,,NZ37586809,NZ37586808,GRV,150,,Z,1915,150,2,1918-1944,C,,STE-S284656
"MultiLineString ((437705 558846, 437702.84200000000419095 558839.92700000002514571))",,800,NZ37587822,NZ37587821,GRV,,,Z,1915,225,0.8,1918-1944,C,,STE-S292250
"MultiLineString ((437717 558863, 437712 558839))",,,NZ37587823,NZ37587820,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284677
"MultiLineString ((437707.50900000002002344 558860.88600000005681068, 437705 558846))",800,,NZ37587821,NZ37587804,GRV,,,Z,1915,225,0.8,1918-1944,C,,STE-S292188
"MultiLineString ((437668 558851, 437665 558843))",,,NZ37586808,NZ37586807,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284655
"MultiLineString ((437692 558966.5, 437660 558885.5))",,,NZ37586802,NZ37586902,GRV,225,,Z,1955,225,1.8,Z,C,,STE-S024212
"MultiLineString ((437660 558885.5, 437645 558847.5))",1000,,NZ37586801,NZ37586802,GRV,225,,Z,1955,225,1,Z,C,,STE-S024211
"MultiLineString ((437691 558909, 437683 558890))",,,NZ37586806,NZ37586906,GRV,150,,Z,1915,150,2,1918-1944,C,,STE-S284654
"MultiLineString ((437673 558894, 437660 558885.5))",,,NZ37586802,NZ37586805,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S292183
"MultiLineString ((437686 558925, 437673 558894))",,,NZ37586805,NZ37586904,GRV,100,,Z,1915,100,2,1918-1944,C,,STE-S284653
"MultiLineString ((437683 558890, 437673 558894))",,,NZ37586805,NZ37586806,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284652
"MultiLineString ((437698.33399999997345731 559034.42299999995157123, 437685.05200000002514571 559003.68799999996554106))",,,NZ37596012,NZ37596013,GRV,100,,VC,,,,,C,,STE-S1260968
"MultiLineString ((437597.55499999999301508 559056.44400000001769513, 437637 559001))",,,NZ37596001,NZ37595007,GRV,225,,Z,1965,225,2.3,Z,C,,STE-S007403
"MultiLineString ((437617.20199999999022111 559036.49199999996926636, 437644 559008))",,,NZ37596008,NZ37596011,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284745
"MultiLineString ((437647 559020, 437644 559008))",,,NZ37596008,NZ37596009,GRV,150,,Z,1915,150,2,1918-1944,C,,STE-S284744
"MultiLineString ((437707 559032, 437715 559024.5))",,,NZ37597002,NZ37597024,GRV,,,Z,1915,100,1.9,1918-1944,C,,STE-S292305
"MultiLineString ((437627 559043, 437647 559020))",,,NZ37596009,NZ37596010,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284746
"MultiLineString ((437698 559039, 437707 559032))",,,NZ37597024,NZ37596006,GRV,100,,Z,1915,100,2,1918-1944,C,,STE-S284768
"MultiLineString ((437718.57900000002700835 559033.29399999999441206, 437715 559024.5))",,,NZ37597002,NZ37597026,GRV,225,,Z,1965,225,4.2,Z,C,,STE-S024927
"MultiLineString ((437601 559064, 437597.55499999999301508 559056.44400000001769513))",,930,NZ37595007,NZ37596003,GRV,,,Z,1915,225,0.9,1918-1944,C,,STE-S292296
"MultiLineString ((437707 559062, 437698 559039))",,,NZ37596006,NZ37597023,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284743
"MultiLineString ((437651.5 558795, 437713 558775.5))",,1700,NZ3758HD02,NZ3758HD01,GRV,,,Z,,,,Z,S,,STE-S006698
"MultiLineString ((437584 559075.5, 437597.55499999999301508 559056.44400000001769513))",,1060,NZ37595007,NZ37595002,GRV,225,,Z,1965,225,1.1,Z,C,,STE-S292295
"MultiLineString ((437650.76099999999860302 558806.5400000000372529, 437713.5 558785.5))",1880,,NZ37587701,NZ37586811,GRV,300,,Z,1965,300,1.9,Z,C,,STE-S024214
"MultiLineString ((437703 558797, 437713.5 558785.5))",1880,1350,NZ37587701,NZ37587715,GRV,,,Z,1915,225,1.4,1918-1944,C,,STE-S292189
"MultiLineString ((437712 558839, 437703 558797))",,,NZ37587715,NZ37587823,GRV,150,,Z,1915,150,2,1918-1944,C,,STE-S284668
"MultiLineString ((437693.57400000002235174 558800.34999999997671694, 437703 558797))",1350,,NZ37587715,NZ37586804,GRV,,,Z,1915,225,1.4,1918-1944,C,,STE-S292252
"MultiLineString ((437439 559016, 437366 558998.5))",,1830,NZ37583901,NZ37594001,GRV,,,Z,1955,225,1.8,Z,C,,STE-S007962
"MultiLineString ((437367 558847.5, 437303 558835.5))",2120,2190,NZ37583801,NZ37583802,GRV,225,,CO,1915,225,2.2,Z,C,,STE-S025688
"MultiLineString ((437574.5 558825, 437651.5 558795))",,1950,NZ3758HD01,NZ3758HD12,GRV,,,Z,,,,Z,S,,STE-S006690
"MultiLineString ((437540 559058.5, 437500 559041.8349999999627471, 437439 559016))",,430,NZ37594001,NZ37595001,GRV,225,,Z,1955,225,0.4,Z,C,,STE-S024599
"MultiLineString ((437562 558867.5, 437570.5 558864))",,,NZ3758P009,NZ3758P022,GRV,,,Z,,,,Z,C,,STE-S006684
"MultiLineString ((437586 558876, 437645 558847.5))",980,1550,NZ37586801,NZ37585801,GRV,300,,VC,1955,300,1.3,Z,C,,STE-S006691
"MultiLineString ((437581.57500000001164153 558877.53000000002793968, 437586 558876))",1330,,NZ37585801,NZ3758AT02,GRV,,,Z,,,,Z,C,,STE-S1274259
"MultiLineString ((437570.5 558864, 437577.5 558879))",,1770,NZ3758P021,NZ3758P009,GRV,150,,Z,,,,Z,C,,STE-S006686
"MultiLineString ((437577.5 558879, 437581.57500000001164153 558877.53000000002793968))",1330,,NZ3758AT02,NZ3758P021,GRV,,,Z,,,,Z,C,,STE-S024204
"MultiLineString ((437612 558938.25, 437586 558876))",1540,1800,NZ37585801,NZ37586901,GRV,,,Z,1955,225,1.8,Z,C,,STE-S006683
"MultiLineString ((437564.5 558883.5, 437577.5 558879))",,1260,NZ3758P021,NZ3758P010,GRV,,,Z,,,,Z,C,,STE-S006685
"MultiLineString ((437584.5 558897.25, 437577.5 558879))",,1250,NZ3758P021,NZ3758P011,GRV,150,,Z,,,,Z,C,,STE-S024206
"MultiLineString ((437566.25 558905, 437584.5 558897.25))",,950,NZ3758P011,NZ3758P012,GRV,150,,Z,,,,Z,C,,STE-S024207
"MultiLineString ((437549.5 558889, 437564.5 558883.5))",,1080,NZ3758P010,NZ3758P020,GRV,150,,Z,,,,Z,C,,STE-S024205
"MultiLineString ((437685.05200000002514571 559003.68799999996554106, 437683.85700000001816079 559000.90500000002793968))",850,,NZ37596007,NZ37596012,GRV,100,,VC,,,,,C,,STE-S1260969
"MultiLineString ((437644 559008, 437641.99300000001676381 558997.86699999996926636))",,1000,NZ37586909,NZ37596008,GRV,,,Z,1915,150,1,1918-1944,C,,STE-S292304
"MultiLineString ((437845 558957, 437847 558948))",,,NZ37588903,NZ37588902,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284712
"MultiLineString ((437748 558954, 437743 558946.5))",,1080,NZ37587901,NZ37587910,GRV,,,Z,1915,150,1.1,1918-1944,C,,STE-S292194
"MultiLineString ((437199.22600000002421439 559027.67000000004190952, 437204.43699999997625127 559028.13500000000931323))",,,NZ37592010,NZ37591004,GRV,150,,Z,,,,2010-2019,S,,STE-S1439578
"MultiLineString ((437166.34000000002561137 559024.03000000002793968, 437199.22600000002421439 559027.67000000004190952))",,,NZ37591004,NZ37591003,GRV,600,,CC,,,,2010-2019,S,,STE-S1439577
"MultiLineString ((437204.43699999997625127 559028.13500000000931323, 437204.26099999999860302 559039.27500000002328306))",,,NZ37592011,NZ37592010,GRV,150,,Z,,,,2010-2019,C,,STE-S1439579
"MultiLineString ((437204.26099999999860302 559039.27500000002328306, 437209 559045.5))",,,NZ37592002,NZ37592011,GRV,150,,Z,,,,2010-2019,C,,STE-S1439580
"MultiLineString ((437284 558991, 437269 558989.5))",,,NZ37582904,NZ37582905,GRV,300,,Z,1955,300,1.8,Z,C,,STE-S025684
"MultiLineString ((437283.73200000001816079 559064.25300000002607703, 437283.78700000001117587 559063.85199999995529652, 437268.92999999999301508 559062.22699999995529652, 437268.84600000001955777 559062.23600000003352761))",,,NZ37592009,NZ37592008,GRV,,,Z,,,,Z,C,,STE-S1325721
"MultiLineString ((437281.38000000000465661 559081.34199999994598329, 437281.50699999998323619 559080.4409999999916181))",,,NZ37592005,NZ3759AT04,GRV,,,Z,,,,Z,C,,STE-S1325719
"MultiLineString ((437280.69199999998090789 559086.44599999999627471, 437281.38000000000465661 559081.34199999994598329))",,,NZ3759AT04,NZ3759P004,GRV,,,Z,,,,Z,C,,STE-S1325717
"MultiLineString ((437281.89600000000791624 559077.65200000000186265, 437283.73200000001816079 559064.25300000002607703))",,,NZ37592008,NZ37592007,GRV,,,Z,,,,Z,C,,STE-S1325720
"MultiLineString ((437281.50699999998323619 559080.4409999999916181, 437281.89600000000791624 559077.65200000000186265))",,,NZ37592007,NZ37592005,GRV,,,Z,,,,Z,C,,STE-S1325718
"MultiLineString ((437366 558998.5, 437284 558991))",,,NZ37582905,NZ37583901,GRV,300,,Z,1955,300,1.8,Z,C,,STE-S025685
"MultiLineString ((437285.97899999999208376 558980.88500000000931323, 437284 558991))",,,NZ37582905,NZ3758AT03,GRV,,,Z,,,,Z,C,,STE-S1274339
"MultiLineString ((437292 558952, 437286.25 558979.5))",,,NZ3758P015,NZ3758P025,GRV,,,Z,,,,Z,C,,STE-S008169
"MultiLineString ((437286.25 558979.5, 437285.97899999999208376 558980.88500000000931323))",,,NZ3758AT03,NZ3758P015,GRV,,,Z,,,,Z,C,,STE-S008170
"MultiLineString ((437735.13199999998323619 558906.28700000001117587, 437732.8690000000060536 558893.56099999998696148))",,,NZ37587825,NZ37587906,GRV,,,Z,1915,225,1.8,Z,C,,STE-S292253
"MultiLineString ((437723 558895, 437732.8690000000060536 558893.56099999998696148))",,730,NZ37587825,NZ37587819,GRV,,,Z,1915,100,0.7,Z,C,,STE-S292255
"MultiLineString ((437713 558897, 437723 558895))",,,NZ37587819,NZ37587805,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284675
"MultiLineString ((437731 558939, 437723 558895))",,,NZ37587819,NZ37587913,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284676
"MultiLineString ((437786 558908, 437797.43699999997625127 558904.37199999997392297))",,,NZ37587919,NZ37587912,GRV,,,Z,1915,225,1.8,1918-1944,C,,STE-S292260
"MultiLineString ((437777 558928, 437776 558896))",,,NZ37587806,NZ37587911,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284669
"MultiLineString ((437744 558904.5, 437735.13199999998323619 558906.28700000001117587))",,,NZ37587906,NZ37587905,GRV,,,Z,1915,225,1.8,Z,C,,STE-S024221
"MultiLineString ((437797.39199999999254942 558905.93000000005122274, 437797.43699999997625127 558904.37199999997392297))",,,NZ37587919,NZ37587920,GRV,,,Z,1915,225,1.8,Z,C,,STE-S292257
"MultiLineString ((437807 558907, 437797.39199999999254942 558905.93000000005122274))",,,NZ37587920,NZ37588910,GRV,,,Z,1915,225,1.8,1918-1944,C,,STE-S292259
"MultiLineString ((437746.5 558917, 437744 558904.5))",,,NZ37587905,NZ37587904,GRV,,,Z,1915,100,2,Z,C,,STE-S024220
"MultiLineString ((437743 558946.5, 437735.13199999998323619 558906.28700000001117587))",,,NZ37587906,NZ37587901,GRV,,,Z,1915,150,1.8,Z,C,,STE-S006701
"MultiLineString ((437796.5 558937, 437797.39199999999254942 558905.93000000005122274))",,,NZ37587920,NZ37587902,GRV,,,Z,1915,150,1.8,Z,C,,STE-S292258
"MultiLineString ((437797 558945, 437796.5 558937))",,970,NZ37587902,NZ37587908,GRV,,,Z,1915,150,1,1918-1944,C,,STE-S292256
"MultiLineString ((437750 558935, 437746.5 558917))",,,NZ37587904,NZ37587903,GRV,100,,Z,1915,100,1.8,Z,C,,STE-S006700
"MultiLineString ((437799 558955, 437797 558945))",,,NZ37587908,NZ37587907,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284678
"MultiLineString ((437847 558948, 437851 558939))",,1200,NZ37588901,NZ37588903,GRV,,,Z,1915,225,1.2,1918-1944,C,,STE-S292275
"MultiLineString ((438204.91800000000512227 558914.05200000002514571, 438202.67099999997299165 558913.94900000002235174))",,,NZ3858AT12,NZ3858P035,GRV,,,,,,,2010-2019,F,,STE-S1287537
"MultiLineString ((438202.67099999997299165 558913.94900000002235174, 438199.30499999999301508 558913.79399999999441206))",,,NZ38581936,NZ3858AT12,GRV,,,,,,,2010-2019,F,,STE-S1406095
"MultiLineString ((437807 558881, 437807 558860))",,,NZ37588813,NZ37588811,GRV,100,,Z,1915,100,2,1918-1944,C,,STE-S284705
"MultiLineString ((438226.64600000000791624 558947.49499999999534339, 438228.97700000001350418 558918.82000000006519258))",,,NZ38582959,NZ38582963,GRV,150,,PVC,,,,2000-2009,F,,STE-S1244302
"MultiLineString ((437789 558863, 437798.63400000002002344 558862.73400000005494803))",,850,NZ37587824,NZ37587808,GRV,,,Z,1915,150,0.8,Z,C,,STE-S292247
"MultiLineString ((437818 558883, 437818 558861))",,,NZ37588812,NZ37588810,GRV,150,,Z,1915,150,2,1918-1944,C,,STE-S284703
"MultiLineString ((437788 558891, 437789 558863))",,,NZ37587808,NZ37587807,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284671
"MultiLineString ((437797.43699999997625127 558904.37199999997392297, 437798.63400000002002344 558862.73400000005494803))",,,NZ37587824,NZ37587919,GRV,,,Z,1915,225,2,Z,C,,STE-S292245
"MultiLineString ((437776 558896, 437777 558863))",,,NZ37587809,NZ37587806,GRV,150,,Z,1915,150,2,1918-1944,C,,STE-S284672
"MultiLineString ((437777 558863, 437789 558863))",,,NZ37587808,NZ37587809,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284670
"MultiLineString ((437817 558897, 437818 558883))",,,NZ37588810,NZ37588809,GRV,150,,Z,1915,150,1.8,1918-1944,C,,STE-S284701
"MultiLineString ((437807 558891, 437807 558881))",,,NZ37588811,NZ37588808,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284702
"MultiLineString ((437752 558887, 437741 558888))",,,NZ37587815,NZ37587814,GRV,100,,Z,1915,100,1.8,1918-1944,C,,STE-S284674
"MultiLineString ((437844 558884, 437856 558885))",,,NZ37588806,NZ37588807,GRV,100,,Z,1935,100,1.8,1918-1944,C,,STE-S284700
"MultiLineString ((437732.8690000000060536 558893.56099999998696148, 437732 558890))",,,NZ37587802,NZ37587825,GRV,,,Z,1915,225,2,Z,C,,STE-S292254
"MultiLineString ((437741 558888, 437732 558890))",,940,NZ37587802,NZ37587815,GRV,,,Z,1915,100,0.9,1918-1944,C,,STE-S292244
"MultiLineString ((438140 559012, 438144.5 558981.5))",,,NZ38581903,NZ38591004,GRV,150,,VC,1915,150,1.8,Z,C,,STE-S024590
"MultiLineString ((438144.5 558981.5, 438139.75 558975))",,,NZ38581902,NZ38581903,GRV,,,Z,1915,225,2,Z,C,,STE-S024756
"MultiLineString ((438176.68699999997625127 559013.98199999995995313, 438218.15600000001722947 559015.14699999999720603))",,,NZ38592056,NZ38591043,GRV,150,,PVC,,,,2000-2009,S,,STE-S1244268
"MultiLineString ((438175.29100000002654269 559016.31299999996554106, 438219.77199999999720603 559017.12699999997857958))",,,NZ38592057,NZ38591044,GRV,150,,PVC,,,,2000-2009,F,,STE-S1244263
"MultiLineString ((438186.80200000002514571 558943.09499999997206032, 438195.24900000001071021 558943.63100000005215406))",,,NZ38581937,NZ38581933,GRV,150,,PVC,,,,2000-2009,S,,STE-S1244273
"MultiLineString ((438184.59700000000884756 558944.81799999997019768, 438196.88900000002468005 558945.47600000002421439))",,,NZ38581938,NZ38581934,GRV,150,,PVC,,,,2000-2009,F,,STE-S1244301
"MultiLineString ((438194.33699999999953434 558886.63899999996647239, 438196.768999999971129 558889.34299999999348074))",,,NZ3858AT17,NZ3858P040,GRV,,,,,,,2010-2019,S,,STE-S1287538
"MultiLineString ((438193.25 559063, 438197.1909999999916181 559063.32900000002700835))",,1530,NZ38591035,NZ38591003,GRV,225,,Z,1915,225,1.5,Z,C,,STE-S290023
"MultiLineString ((438197.84000000002561137 558912.4150000000372529, 438195.24900000001071021 558943.63100000005215406))",,,NZ38581937,NZ38581935,GRV,150,,,,,,2010-2019,S,,STE-S1287529
"MultiLineString ((438194.89299999998183921 558913.35400000005029142, 438199.30499999999301508 558913.79399999999441206))",,,NZ38581936,NZ3858AT11,GRV,,,,,,,2010-2019,F,,STE-S1406096
"MultiLineString ((438196 559070, 438197.1909999999916181 559063.32900000002700835))",,1180,NZ38591035,NZ38591018,GRV,,,Z,1915,150,1.2,1918-1944,C,,STE-S290024
"MultiLineString ((438195.24900000001071021 558943.63100000005215406, 438228.85499999998137355 558945.65700000000651926))",2000,,NZ38582962,NZ38581937,GRV,150,,PVC,,,,2000-2009,S,,STE-S1308437
"MultiLineString ((438196.88900000002468005 558945.47600000002421439, 438226.64600000000791624 558947.49499999999534339))",,,NZ38582963,NZ38581938,GRV,150,,PVC,,,,2000-2009,F,,STE-S1308436
"MultiLineString ((438196.768999999971129 558889.34299999999348074, 438199.47499999997671694 558892.18599999998696148))",,,NZ38581802,NZ3858AT17,GRV,,,,,,,2010-2019,S,,STE-S1406092
"MultiLineString ((438197.1909999999916181 559063.32900000002700835, 438240.06099999998696148 559066.91200000001117587))",,,NZ38592038,NZ38591035,GRV,225,,Z,1965,225,1.6,Z,C,,STE-S290025
"MultiLineString ((438199.30499999999301508 558913.79399999999441206, 438196.88900000002468005 558945.47600000002421439))",,,NZ38581938,NZ38581936,GRV,150,,,,,,2010-2019,F,,STE-S1287532
"MultiLineString ((438278.01199999998789281 559023.17900000000372529, 438296.06500000000232831 559024.57600000000093132))",,,NZ38592061,NZ38592059,GRV,150,,PVC,,,,2000-2009,S,,STE-S1244280
"MultiLineString ((438261.83600000001024455 559022.25600000005215406, 438260.78899999998975545 559036.24499999999534339))",,,NZ38592063,NZ38592058,GRV,225,,,,,,2000-2009,S,,STE-S1244270
"MultiLineString ((438298.38900000002468005 558991.46900000004097819, 438296.06500000000232831 559024.57600000000093132))",,,NZ38592061,NZ38582964,GRV,150,,PVC,,,,2000-2009,S,,STE-S1244281
"MultiLineString ((438294.08799999998882413 559026.29099999996833503, 438353.72999999998137355 559031.52899999998044223))",,,NZ38593039,NZ38592062,GRV,150,,PVC,,,,2000-2009,F,,STE-S1244293
"MultiLineString ((438311.91300000000046566 558972.90800000005401671, 438332.76500000001396984 558974.53899999998975545))",,,NZ38583945,NZ38583944,GRV,150,,PVC,,,,2000-2009,F,,STE-S1244296
"MultiLineString ((438296.06500000000232831 559024.57600000000093132, 438352.21199999999953434 559029.82200000004377216))",,,NZ38593038,NZ38592061,GRV,225,,,,,,2000-2009,S,,STE-S1244282
"MultiLineString ((438332.76500000001396984 558974.53899999998975545, 438358.03800000000046566 558976.17000000004190952))",,,NZ38583947,NZ38583945,GRV,150,,PVC,,,,2000-2009,F,,STE-S1244297
"MultiLineString ((438313.65299999999115244 558975.26699999999254942, 438355.81699999998090789 558978.42000000004190952))",,,NZ38583948,NZ38583946,GRV,150,,PVC,,,,2000-2009,S,,STE-S1244285
"MultiLineString ((438353.72999999998137355 559031.52899999998044223, 438355.71199999999953434 559006.12699999997857958))",,,NZ38593037,NZ38593039,GRV,150,,PVC,,,,2000-2009,F,,STE-S1244294
"MultiLineString ((438352.21199999999953434 559029.82200000004377216, 438354.07400000002235174 559004.18099999998230487))",,,NZ38593036,NZ38593038,GRV,300,,,,,,2000-2009,S,,STE-S1244283
